Date	Time	System Setting	System Mode	Calendar Event	Program Mode	Cool Set Temp (C)	Heat Set Temp (C)	Current Temp (C)	Current Humidity (%RH)	Outdoor Temp (C)	Wind Speed (km/h)	Cool Stage 1 (sec)	Cool Stage 2 (sec)	Heat Stage 1 (sec)	Heat Stage 2 (sec)	Aux Heat 1 (sec)	Aux Heat 2 (sec)	Fan (sec)	DM Offset	Thermostat Temperature (C)	Thermostat Humidity (%RH)	Thermostat Motion	Living Room (C)	Living Room Motion	Bedroom (C)	Bedroom Motion	Downstairs (C)	Downstairs Motion
2016-02-07	"02:45:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.8	1	0	0	0	0	0	0	105		19.6	60	0	18.2	0	18.4	1	19.9	0
2016-02-07	"02:50:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.8	1	0	0	0	0	0	0	300		19.6	60	0	18.2	0	18.4	1	19.9	0
2016-02-07	"02:55:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.8	1	0	0	0	0	0	0	270		19.6	60	0	18.2	0	18.4	0	19.9	0
2016-02-07	"03:00:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.9	1	0	0	0	0	0	0	105		19.6	60	0	18.2	0	18.4	0	19.8	0
2016-02-07	"03:05:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.7	60	3.9	1	0	0	0	0	60	0	300		19.6	60	0	18.1	0	18.3	0	19.8	0
2016-02-07	"03:10:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.7	60	3.9	1	0	0	0	0	300	0	300		19.6	60	0	18.1	0	18.4	0	19.8	0
2016-02-07	"03:15:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.8	59	3.9	1	0	0	0	0	300	0	300		19.8	59	0	18.1	0	18.4	0	19.9	0
2016-02-07	"03:20:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.9	59	3.9	1	0	0	0	0	75	0	120		20	59	0	18.2	0	18.5	0	20.1	0
2016-02-07	"03:25:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.1	59	3.9	1	0	0	0	0	0	0	30		20.1	59	0	18.4	0	18.7	1	20.3	0
2016-02-07	"03:30:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.2	59	3.4	1	0	0	0	0	0	0	300		20	59	0	18.5	0	18.8	1	20.3	0
2016-02-07	"03:35:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.1	59	3.4	1	0	0	0	0	0	0	300		19.9	59	0	18.4	0	18.7	1	20.2	0
2016-02-07	"03:40:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19	59	3.4	1	0	0	0	0	0	0	270		19.8	59	0	18.3	0	18.6	0	20.2	0
2016-02-07	"03:45:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	60	3.4	1	0	0	0	0	0	0	105		19.8	60	0	18.3	0	18.6	0	20.1	0
2016-02-07	"03:50:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	60	3.4	1	0	0	0	0	0	0	300		19.7	60	0	18.2	0	18.6	0	20.1	0
2016-02-07	"03:55:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	60	3.4	1	0	0	0	0	0	0	270		19.7	60	0	18.2	0	18.4	0	20.1	0
2016-02-07	"04:00:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.1	1	0	0	0	0	0	0	105		19.6	60	0	18.2	0	18.4	0	20	0
2016-02-07	"04:05:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.1	1	0	0	0	0	0	0	300		19.6	60	0	18.1	0	18.4	0	19.9	0
2016-02-07	"04:10:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.1	1	0	0	0	0	0	0	270		19.6	60	0	18.1	0	18.3	0	19.9	0
2016-02-07	"04:15:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.7	60	3.1	1	0	0	0	0	150	0	150		19.5	60	0	18	0	18.3	0	19.9	0
2016-02-07	"04:20:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.7	59	3.1	1	0	0	0	0	300	0	300		19.6	59	0	17.9	0	18.3	0	19.8	0
2016-02-07	"04:25:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.7	59	3.1	1	0	0	0	0	270	0	300		19.7	59	0	18	0	18.3	0	19.9	0
2016-02-07	"04:30:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	59	2.5	0	0	0	0	0	0	0	30		19.9	59	0	18.3	0	18.4	0	20.2	0
2016-02-07	"04:35:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.1	59	2.5	0	0	0	0	0	0	0	300		19.9	59	0	18.4	0	18.6	0	20.3	0
2016-02-07	"04:40:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.1	59	2.5	0	0	0	0	0	0	0	270		19.9	59	0	18.3	0	18.6	0	20.3	0
2016-02-07	"04:45:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19	59	2.5	0	0	0	0	0	0	0	105		19.8	59	0	18.3	0	18.6	0	20.2	0
2016-02-07	"04:50:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	59	2.5	0	0	0	0	0	0	0	300		19.7	59	0	18.3	0	18.5	0	20.2	0
2016-02-07	"04:55:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	59	2.5	0	0	0	0	0	0	0	270		19.6	59	0	18.2	0	18.4	0	20.1	0
2016-02-07	"05:00:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.6	0	0	0	0	0	0	0	105		19.6	60	0	18.2	0	18.4	0	20	0
2016-02-07	"05:05:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.6	0	0	0	0	0	0	0	300		19.5	60	0	18.1	0	18.4	0	19.9	0
2016-02-07	"05:10:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.6	0	0	0	0	0	0	0	270		19.4	60	0	18.1	0	18.3	0	19.9	0
2016-02-07	"05:15:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	60	3.6	0	0	0	0	0	0	0	105		19.4	60	0	18.1	0	18.3	0	19.9	0
2016-02-07	"05:20:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.7	60	3.6	0	0	0	0	0	240	0	300		19.3	60	0	17.9	0	18.3	0	19.9	0
2016-02-07	"05:25:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.7	59	3.6	0	0	0	0	0	300	0	300		19.5	59	0	17.9	0	18.3	0	19.8	0
2016-02-07	"05:30:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.8	59	3.2	0	0	0	0	0	195	0	240		19.7	59	0	18.1	0	18.3	0	20	0
2016-02-07	"05:35:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	59	3.2	0	0	0	0	0	0	0	135		19.8	59	0	18.3	0	18.4	0	20.2	0
2016-02-07	"05:40:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19.1	59	3.2	0	0	0	0	0	0	0	270		19.8	59	0	18.4	0	18.6	0	20.3	0
2016-02-07	"05:45:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19	59	3.2	0	0	0	0	0	0	0	105		19.8	59	0	18.3	0	18.6	0	20.2	0
2016-02-07	"05:50:00"	"auto"	"heatOff"	""	"Sleep"	27	19	19	59	3.2	0	0	0	0	0	0	0	300		19.7	59	0	18.3	0	18.6	0	20.2	0
2016-02-07	"05:55:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.9	59	3.2	0	0	0	0	0	0	0	270		19.6	59	0	18.2	0	18.4	0	20.2	0
2016-02-07	"06:00:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	59	2.1	0	0	0	0	0	0	0	105		19.5	59	0	18.2	0	18.3	1	20.1	0
2016-02-07	"06:05:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.8	59	2.1	0	0	0	0	0	0	0	300		19.4	59	0	18.1	0	18.3	1	19.9	0
2016-02-07	"06:10:00"	"auto"	"heatOff"	""	"Sleep"	27	19	18.7	59	2.1	0	0	0	0	0	15	0	285		19.4	59	0	18	0	18.3	0	19.9	0
2016-02-07	"06:15:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.7	60	2.1	0	0	0	0	0	300	0	300		19.4	60	0	17.9	0	18.3	0	19.9	0
2016-02-07	"06:20:00"	"auto"	"heatStage1On"	""	"Sleep"	27	19	18.7	59	2.1	0	0	0	0	0	300	0	300		19.5	59	0	17.9	0	18.3	0	19.9	0
2016-02-07	"06:25:00"	"auto"	"heatStage1On"	""	"Sleep"	26.3	19.7	18.8	58	2.1	0	0	0	0	0	300	210	300		19.7	58	0	18.1	0	18.3	0	20.1	0
2016-02-07	"06:30:00"	"auto"	"heatStage2On"	""	"Home"	26	20	19	58	1.7	0	0	0	0	0	300	300	300		19.9	58	0	18.3	0	18.5	1	20.3	0
2016-02-07	"06:35:00"	"auto"	"heatStage2On"	""	"Home"	26	20	19.3	58	1.7	0	0	0	0	0	300	300	300		20.2	58	0	18.6	0	18.7	1	20.6	0
2016-02-07	"06:40:00"	"auto"	"heatStage2On"	""	"Home"	26	20	19.4	58	1.7	0	0	0	0	0	300	300	300		20.3	58	0	18.9	0	18.8	0	20.7	0
2016-02-07	"06:45:00"	"auto"	"heatStage2On"	""	"Home"	26	20	19.6	57	1.7	0	0	0	0	0	300	300	300		20.4	57	0	19.1	0	18.9	0	20.8	0
2016-02-07	"06:50:00"	"auto"	"heatStage2On"	""	"Home"	26	20	19.7	57	1.7	0	0	0	0	0	195	195	240		20.6	57	0	19.2	0	19.2	0	20.9	0
2016-02-07	"06:55:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	57	1.7	0	0	0	0	0	0	0	0		20.6	57	0	19.3	0	19.3	0	21.1	0
2016-02-07	"07:00:00"	"auto"	"heatOff"	""	"Home"	26	20	19.8	58	2.2	0	0	0	0	0	105	0	105		20.4	58	0	19.2	0	19.2	1	20.9	0
2016-02-07	"07:05:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.6	58	2.2	0	0	0	0	0	300	0	300		20.3	58	0	19.1	0	19	1	20.8	0
2016-02-07	"07:10:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.6	58	2.2	0	0	0	0	0	300	105	300		20.4	58	0	18.9	0	18.9	0	20.8	0
2016-02-07	"07:15:00"	"auto"	"heatStage2On"	""	"Home"	26	20	19.7	57	2.2	0	0	0	0	0	300	300	300		20.6	57	0	19.1	0	19.2	0	20.9	0
2016-02-07	"07:20:00"	"auto"	"heatStage2On"	""	"Home"	26	20	19.9	57	2.2	0	0	0	0	0	120	120	165		20.7	57	0	19.3	0	19.3	0	21.1	0
2016-02-07	"07:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20	57	2.2	0	0	0	0	0	0	0	0		20.7	57	0	19.4	0	19.4	0	21.2	0
2016-02-07	"07:30:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	58	3.4	0	0	0	0	0	0	0	285		20.6	58	0	19.4	0	19.4	0	21.2	0
2016-02-07	"07:35:00"	"auto"	"heatOff"	""	"Home"	26	20	19.8	58	3.4	0	0	0	0	0	0	0	300		20.5	58	0	19.2	0	19.3	0	20.9	0
2016-02-07	"07:40:00"	"auto"	"heatOff"	""	"Home"	26	20	19.7	58	3.4	0	0	0	0	0	150	0	300		20.4	58	0	19.1	0	19.2	0	20.9	0
2016-02-07	"07:45:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.7	58	3.4	0	0	0	0	0	300	0	300		20.4	58	0	19.1	0	19.2	0	20.8	0
2016-02-07	"07:50:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.7	58	3.4	0	0	0	0	0	300	0	300		20.5	58	0	19.1	0	19.2	0	20.8	0
2016-02-07	"07:55:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.8	57	3.4	0	0	0	0	0	255	0	300		20.7	57	0	19.2	0	19.2	1	20.9	0
2016-02-07	"08:00:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	56	3.6	0	0	0	0	0	0	0	0		20.8	56	0	19.4	0	19.3	1	21.2	0
2016-02-07	"08:05:00"	"auto"	"heatOff"	""	"Home"	26	20	20	57	3.6	0	0	0	0	0	0	0	150		20.8	57	0	19.6	0	19.4	1	21.1	0
2016-02-07	"08:10:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	57	3.6	0	0	0	0	0	0	0	270		20.6	57	1	19.4	0	19.3	0	21.1	0
2016-02-07	"08:15:00"	"auto"	"heatOff"	""	"Home"	26	20	19.8	58	3.6	0	0	0	0	0	0	0	105		20.6	58	0	19.3	0	19.2	0	21	0
2016-02-07	"08:20:00"	"auto"	"heatOff"	""	"Home"	26	20	19.7	59	3.6	0	0	0	0	0	120	0	300		20.5	59	1	19.3	0	19.1	0	20.9	0
2016-02-07	"08:25:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.7	59	3.6	0	0	0	0	0	300	0	300		20.5	59	0	19.3	0	19.1	0	20.8	0
2016-02-07	"08:30:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.7	58	3.7	0	0	0	0	0	300	0	300		20.7	58	0	19.3	0	19.1	0	20.9	0
2016-02-07	"08:35:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.8	58	3.7	0	0	0	0	0	135	0	180		20.9	58	1	19.4	0	19.2	0	21	0
2016-02-07	"08:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20	57	3.7	0	0	0	0	0	0	0	0		20.9	57	0	19.6	0	19.3	0	21.1	0
2016-02-07	"08:45:00"	"auto"	"heatOff"	""	"Home"	26	20	20	58	3.7	0	0	0	0	0	0	0	270		20.9	58	1	19.6	0	19.3	1	21.2	0
2016-02-07	"08:50:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	59	3.7	0	0	0	0	0	0	0	300		20.8	59	1	19.4	0	19.3	1	21.1	0
2016-02-07	"08:55:00"	"auto"	"heatOff"	""	"Home"	26	20	19.8	60	3.7	0	0	0	0	0	0	0	270		20.7	60	1	19.3	0	19.3	1	20.9	0
2016-02-07	"09:00:00"	"auto"	"heatOff"	""	"Home"	26	20	19.8	60	3.8	0	0	0	0	0	0	0	105		20.6	60	0	19.3	0	19.2	0	20.9	0
2016-02-07	"09:05:00"	"auto"	"heatOff"	""	"Home"	26	20	19.7	60	3.8	0	0	0	0	0	285	0	300		20.4	60	1	19.3	0	19.2	0	20.8	0
2016-02-07	"09:10:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.7	60	3.8	0	0	0	0	0	300	0	300		20.4	60	1	19.3	0	19.1	1	20.8	0
2016-02-07	"09:15:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.8	59	3.8	0	0	0	0	0	255	0	300		20.6	59	0	19.4	0	19.2	1	20.9	0
2016-02-07	"09:20:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	60	3.8	0	0	0	0	0	0	0	75		20.7	60	0	19.8	0	19.5	0	21.2	0
2016-02-07	"09:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	61	3.8	0	0	0	0	0	0	0	270		20.7	61	1	19.9	0	19.6	0	21.2	0
2016-02-07	"09:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20.2	61	4.1	0	0	0	0	0	0	0	105		20.7	61	1	19.8	0	19.7	0	21.2	0
2016-02-07	"09:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	62	4.1	0	0	0	0	0	0	0	300		20.6	62	0	19.8	0	19.6	0	21.1	0
2016-02-07	"09:40:00"	"auto"	"heatOff"	""	"Home"	26	20	20	62	4.1	0	0	0	0	0	0	0	270		20.6	62	0	19.8	0	19.4	0	21	0
2016-02-07	"09:45:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	62	4.1	0	0	0	0	0	0	0	105		20.5	62	0	19.7	0	19.3	0	20.9	0
2016-02-07	"09:50:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	62	4.1	0	0	0	0	0	0	0	300		20.4	62	1	19.6	0	19.2	0	20.9	0
2016-02-07	"09:55:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	62	4.1	0	0	0	0	0	0	0	270		20.4	62	0	19.6	0	19.2	0	20.9	0
2016-02-07	"10:00:00"	"auto"	"heatOff"	""	"Home"	26	20	19.8	63	4.5	0	0	0	0	0	0	0	105		20.4	63	0	19.5	0	19.2	0	20.8	0
2016-02-07	"10:05:00"	"auto"	"heatOff"	""	"Home"	26	20	19.7	63	4.5	0	0	0	0	0	60	0	300		20.3	63	0	19.4	0	19.1	0	20.8	0
2016-02-07	"10:10:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.7	62	4.5	0	0	0	0	0	300	0	300		20.2	62	1	19.3	0	19	0	20.8	0
2016-02-07	"10:15:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.7	62	4.5	0	0	0	0	0	300	0	300		20.4	62	1	19.3	0	19	0	20.8	0
2016-02-07	"10:20:00"	"auto"	"heatStage1On"	""	"Home"	26	20	19.9	60	4.5	0	0	0	0	0	45	0	90		20.6	60	0	19.6	0	19.2	0	21	0
2016-02-07	"10:25:00"	"auto"	"heatOff"	""	"Home"	26	20	20.1	60	4.5	0	0	0	0	0	0	0	30		20.6	60	0	19.8	0	19.3	0	21.1	0
2016-02-07	"10:30:00"	"auto"	"heatOff"	""	"Home"	26	20	20	60	6.1	1	0	0	0	0	0	0	300		20.6	60	0	19.8	0	19.3	0	21.1	0
2016-02-07	"10:35:00"	"auto"	"heatOff"	""	"Home"	26	20	20	60	6.1	1	0	0	0	0	0	0	300		20.6	60	0	19.7	0	19.3	0	21.1	0
2016-02-07	"10:40:00"	"auto"	"heatOff"	""	"Home"	26	20	19.9	60	6.1	1	0	0	0	0	0	0	270		20.5	60	0	19.6	0	19.2	0	21	0
2016-02-07	"10:45:00"	"auto"	"heatOff"	""	"Home"	26	20	19.8	60	6.1	1	0	0	0	0	0	0	135		20.4	60	0	19.5	0	19.1	0	20.9	0
2016-02-07	"10:50:00"	"auto"	"heatOff"	""	"Home"	26	20	19.7	61	6.1	1	0	0	105	0	0	0	300		20.4	61	0	19.4	0	18.9	0	20.9	0
2016-02-07	"10:55:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	19.7	60	6.1	1	0	0	300	0	0	0	300		20.4	60	0	19.3	0	18.9	0	20.8	0
2016-02-07	"11:00:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	19.7	58	6.1	1	0	0	300	0	0	0	300		20.7	58	0	19.3	0	19	0	20.8	0
2016-02-07	"11:05:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	19.8	58	6.1	1	0	0	300	0	0	0	300		21	58	0	19.4	0	19.1	0	21.1	0
2016-02-07	"11:10:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	19.9	57	6.1	1	0	0	75	0	0	0	120		21.2	57	0	19.6	0	19.2	0	21.2	0
2016-02-07	"11:15:00"	"auto"	"compressorHeatOff"	""	"Home"	26	20	20	57	6.1	1	0	0	0	0	0	0	105		21.1	57	0	19.6	0	19.3	0	21.2	0
2016-02-07	"11:20:00"	"auto"	"compressorHeatOff"	""	"Home"	26	20	19.9	58	6.1	1	0	0	0	0	0	0	300		20.8	58	0	19.6	0	19.2	0	21.2	0
2016-02-07	"11:25:00"	"auto"	"compressorHeatOff"	""	"Home"	26	20	19.9	58	6.1	1	0	0	0	0	0	0	270		20.7	58	0	19.5	0	19.2	0	21.1	0
2016-02-07	"11:30:00"	"auto"	"compressorHeatOff"	""	"Home"	26	20	19.8	59	5.8	1	0	0	0	0	0	0	105		20.6	59	0	19.4	0	19.1	0	20.9	0
2016-02-07	"11:35:00"	"auto"	"compressorHeatOff"	""	"Home"	26	20	19.7	59	5.8	1	0	0	75	0	0	0	300		20.4	59	0	19.4	0	18.9	0	20.9	0
2016-02-07	"11:40:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	19.7	58	5.8	1	0	0	300	0	0	0	300		20.5	58	0	19.3	0	18.9	0	20.9	0
2016-02-07	"11:45:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	19.7	58	5.8	1	0	0	300	0	0	0	300		20.7	58	0	19.3	0	18.9	0	20.9	0
2016-02-07	"11:50:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	19.8	57	5.8	1	0	0	300	0	0	0	300		21	57	0	19.4	0	19.1	0	21.1	0
2016-02-07	"11:55:00"	"auto"	"compressorHeatStage1On"	""	"Home"	26	20	20	57	5.8	1	0	0	15	0	0	0	60		21.1	57	0	19.6	0	19.2	0	21.2	0
2016-02-07	"12:00:00"	"auto"	"compressorHeatOff"	""	"Home"	26	20	20	57	5.8	1	0	0	0	0	0	0	90		20.9	57	0	19.6	0	19.3	0	21.2	0
2016-02-07	"12:05:00"	"auto"	"compressorHeatOff"	""	"Home"	26	20	19.9	58	5.8	1	0	0	0	0	0	0	300		20.7	58	0	19.5	0	19.2	0	21.1	0
